ARCHIVO;N;FECHA;HORARIO;ARU;DETECCION;BI
20210723_023000.WAV;1167;20210723;23000;a04;1;5.2708
20210723_033000.WAV;1168;20210723;33000;a04;0;1.5588
20210723_043000.WAV;1169;20210723;43000;a04;0;0.5772
20210723_053000.WAV;1170;20210723;53000;a04;0;0.5355
20210723_063000.WAV;1171;20210723;63000;a04;0;0.5443
20210723_073000.WAV;1172;20210723;73000;a04;0;0.5382
20210723_083000.WAV;1173;20210723;83000;a04;0;0.5781
20210723_093000.WAV;1174;20210723;93000;a04;0;0.5699
20210723_103000.WAV;1175;20210723;103000;a04;0;0.5664
20210723_233000.WAV;1176;20210723;233000;a04;1;5.1315
20210724_003000.WAV;1177;20210724;3000;a04;1;0.9632
20210724_013000.WAV;1178;20210724;13000;a04;0;0.5539
20210724_023000.WAV;1179;20210724;23000;a04;1;4.1765
20210724_033000.WAV;1180;20210724;33000;a04;0;0.5642
20210724_043000.WAV;1181;20210724;43000;a04;0;0.5609
20210724_053000.WAV;1182;20210724;53000;a04;0;3.0595
20210724_063000.WAV;1183;20210724;63000;a04;0;1.7439
20210724_073000.WAV;1184;20210724;73000;a04;0;1.3551
20210724_083000.WAV;1185;20210724;83000;a04;0;0.7198
20210724_093000.WAV;1186;20210724;93000;a04;0;0.5645
20210724_103000.WAV;1187;20210724;103000;a04;0;1.0609
20210724_233000.WAV;1188;20210724;233000;a04;0;0.5287
20210725_003000.WAV;1189;20210725;3000;a04;1;1.0907
20210725_013000.WAV;1190;20210725;13000;a04;1;0.8244
20210725_023000.WAV;1191;20210725;23000;a04;1;0.6924
20210725_033000.WAV;1192;20210725;33000;a04;0;0.425
20210725_043000.WAV;1193;20210725;43000;a04;0;0.434
20210725_053000.WAV;1194;20210725;53000;a04;0;0.4454
20210725_063000.WAV;1195;20210725;63000;a04;0;0.4189
20210725_073000.WAV;1196;20210725;73000;a04;0;0.4174
20210725_083000.WAV;1197;20210725;83000;a04;0;0.4226
20210725_093000.WAV;1198;20210725;93000;a04;0;2.6554
20210725_103000.WAV;1199;20210725;103000;a04;0;3.5611
20210725_233000.WAV;1200;20210725;233000;a04;0;0.4258
20210726_003000.WAV;1201;20210726;3000;a04;1;3.7123
20210726_013000.WAV;1202;20210726;13000;a04;1;2.8281
20210726_023000.WAV;1203;20210726;23000;a04;0;0.3879
20210726_033000.WAV;1204;20210726;33000;a04;0;0.4103
20210726_043000.WAV;1205;20210726;43000;a04;0;0.3867
20210726_053000.WAV;1206;20210726;53000;a04;0;0.4724
20210726_063000.WAV;1207;20210726;63000;a04;0;0.4198
20210726_073000.WAV;1208;20210726;73000;a04;0;0.4348
20210726_083000.WAV;1209;20210726;83000;a04;0;0.455
20210726_093000.WAV;1210;20210726;93000;a04;0;0.4481
20210726_103000.WAV;1211;20210726;103000;a04;0;0.414
20210726_233000.WAV;1212;20210726;233000;a04;1;1.3834
20210727_003000.WAV;1213;20210727;3000;a04;1;3.6266
20210727_013000.WAV;1214;20210727;13000;a04;0;0.4634
20210727_023000.WAV;1215;20210727;23000;a04;0;0.4317
20210727_033000.WAV;1216;20210727;33000;a04;0;0.4408
20210727_043000.WAV;1217;20210727;43000;a04;0;0.3855
20210727_053000.WAV;1218;20210727;53000;a04;0;0.432
20210727_063000.WAV;1219;20210727;63000;a04;0;0.4371
20210727_073000.WAV;1220;20210727;73000;a04;0;0.4301
20210727_083000.WAV;1221;20210727;83000;a04;0;0.4749
20210727_093000.WAV;1222;20210727;93000;a04;0;0.4354
20210727_103000.WAV;1223;20210727;103000;a04;0;0.4171
20210727_233000.WAV;1224;20210727;233000;a04;1;0.8482
20210728_003000.WAV;1225;20210728;3000;a04;0;0.4477
20210728_013000.WAV;1226;20210728;13000;a04;0;0.4061
20210728_023000.WAV;1227;20210728;23000;a04;0;0.4254
20210728_033000.WAV;1228;20210728;33000;a04;0;0.5033
20210728_043000.WAV;1229;20210728;43000;a04;0;0.5295
20210728_053000.WAV;1230;20210728;53000;a04;0;0.4418
20210728_063000.WAV;1231;20210728;63000;a04;0;0.4557
20210728_073000.WAV;1232;20210728;73000;a04;0;0.4395
20210728_083000.WAV;1233;20210728;83000;a04;0;0.4542
20210728_093000.WAV;1234;20210728;93000;a04;0;0.4081
20210728_103000.WAV;1235;20210728;103000;a04;0;0.4605
20210728_233000.WAV;1236;20210728;233000;a04;1;0.8601
20210729_003000.WAV;1237;20210729;3000;a04;1;4.6362
20210729_013000.WAV;1238;20210729;13000;a04;0;0.4211
20210729_023000.WAV;1239;20210729;23000;a04;0;0.4352
20210729_033000.WAV;1240;20210729;33000;a04;0;0.4177
20210729_043000.WAV;1241;20210729;43000;a04;0;0.477
20210729_053000.WAV;1242;20210729;53000;a04;0;0.4363
20210729_063000.WAV;1243;20210729;63000;a04;0;0.4379
20210729_073000.WAV;1244;20210729;73000;a04;0;0.4589
20210729_083000.WAV;1245;20210729;83000;a04;0;0.4978
20210729_093000.WAV;1246;20210729;93000;a04;0;0.4654
20210729_103000.WAV;1247;20210729;103000;a04;0;4.0001
20210729_233000.WAV;1248;20210729;233000;a04;1;1.8139
20210730_003000.WAV;1249;20210730;3000;a04;0;0.6612
20210730_013000.WAV;1250;20210730;13000;a04;0;0.4447
20210730_023000.WAV;1251;20210730;23000;a04;0;0.4713
20210730_033000.WAV;1252;20210730;33000;a04;0;0.4419
20210730_043000.WAV;1253;20210730;43000;a04;0;1.5015
20210730_053000.WAV;1254;20210730;53000;a04;0;0.4492
20210730_063000.WAV;1255;20210730;63000;a04;0;0.4441
20210730_073000.WAV;1256;20210730;73000;a04;0;0.5211
20210730_083000.WAV;1257;20210730;83000;a04;0;0.5069
20210730_093000.WAV;1258;20210730;93000;a04;0;0.482
20210730_103000.WAV;1259;20210730;103000;a04;0;2.4931
20210730_233000.WAV;1260;20210730;233000;a04;1;4.7338
20210731_003000.WAV;1261;20210731;3000;a04;1;2.5165
20210731_013000.WAV;1262;20210731;13000;a04;0;0.4691
20210731_023000.WAV;1263;20210731;23000;a04;0;0.494
20210731_033000.WAV;1264;20210731;33000;a04;0;0.4793
20210731_043000.WAV;1265;20210731;43000;a04;0;0.5778
20210731_053000.WAV;1266;20210731;53000;a04;0;0.502
20210731_063000.WAV;1267;20210731;63000;a04;0;0.4701
20210731_073000.WAV;1268;20210731;73000;a04;0;0.4847
20210731_083000.WAV;1269;20210731;83000;a04;0;0.4732
20210731_093000.WAV;1270;20210731;93000;a04;0;0.4635
20210731_103000.WAV;1271;20210731;103000;a04;0;0.4458
20210731_233000.WAV;1272;20210731;233000;a04;1;0.844
20210801_003000.WAV;1273;20210801;3000;a04;1;4.5907
20210801_013000.WAV;1274;20210801;13000;a04;0;0.4368
20210801_023000.WAV;1275;20210801;23000;a04;0;0.4902
20210801_033000.WAV;1276;20210801;33000;a04;0;0.4466
20210801_043000.WAV;1277;20210801;43000;a04;0;0.4497
20210801_053000.WAV;1278;20210801;53000;a04;0;0.4282
20210801_063000.WAV;1279;20210801;63000;a04;0;0.439
20210801_073000.WAV;1280;20210801;73000;a04;0;0.4505
20210801_083000.WAV;1281;20210801;83000;a04;0;0.4811
20210801_093000.WAV;1282;20210801;93000;a04;0;0.505
20210801_103000.WAV;1283;20210801;103000;a04;0;0.4885
20210801_233000.WAV;1284;20210801;233000;a04;1;3.6924
20210802_003000.WAV;1285;20210802;3000;a04;1;5.3607
20210802_013000.WAV;1286;20210802;13000;a04;0;0.5923
20210802_023000.WAV;1287;20210802;23000;a04;0;0.4578
20210802_033000.WAV;1288;20210802;33000;a04;0;0.478
20210802_043000.WAV;1289;20210802;43000;a04;0;3.0702
20210802_053000.WAV;1290;20210802;53000;a04;0;0.4064
20210802_063000.WAV;1291;20210802;63000;a04;0;0.4576
20210802_073000.WAV;1292;20210802;73000;a04;0;0.439
20210802_083000.WAV;1293;20210802;83000;a04;0;0.4991
20210802_093000.WAV;1294;20210802;93000;a04;0;0.4621
20210802_103000.WAV;1295;20210802;103000;a04;0;0.4364
20210802_233000.WAV;1296;20210802;233000;a04;1;3.8171
20210803_003000.WAV;1297;20210803;3000;a04;1;5.6237
20210803_013000.WAV;1298;20210803;13000;a04;1;1.7075
20210803_023000.WAV;1299;20210803;23000;a04;0;0.481
20210803_033000.WAV;1300;20210803;33000;a04;0;0.4875
20210803_043000.WAV;1301;20210803;43000;a04;0;0.4358
20210803_053000.WAV;1302;20210803;53000;a04;0;0.4919
20210803_063000.WAV;1303;20210803;63000;a04;0;0.4909
20210803_073000.WAV;1304;20210803;73000;a04;0;0.4479
20210803_083000.WAV;1305;20210803;83000;a04;0;0.4855
20210803_093000.WAV;1306;20210803;93000;a04;0;0.568
20210803_103000.WAV;1307;20210803;103000;a04;0;0.7431
20210803_233000.WAV;1308;20210803;233000;a04;1;5.2013
20210804_003000.WAV;1309;20210804;3000;a04;1;4.6658
20210804_013000.WAV;1310;20210804;13000;a04;1;4.2606
20210804_023000.WAV;1311;20210804;23000;a04;0;0.4521
20210804_033000.WAV;1312;20210804;33000;a04;0;0.4469
20210804_043000.WAV;1313;20210804;43000;a04;0;0.495
20210804_053000.WAV;1314;20210804;53000;a04;0;0.4953
20210804_063000.WAV;1315;20210804;63000;a04;0;0.5127
20210804_073000.WAV;1316;20210804;73000;a04;0;0.4823
20210804_083000.WAV;1317;20210804;83000;a04;0;0.4327
20210804_093000.WAV;1318;20210804;93000;a04;0;0.5189
20210804_103000.WAV;1319;20210804;103000;a04;0;0.4876
20210804_233000.WAV;1320;20210804;233000;a04;1;5.7837
20210805_003000.WAV;1321;20210805;3000;a04;1;5.6065
20210805_013000.WAV;1322;20210805;13000;a04;1;0.5696
20210805_023000.WAV;1323;20210805;23000;a04;0;0.478
20210805_033000.WAV;1324;20210805;33000;a04;0;0.5439
20210805_043000.WAV;1325;20210805;43000;a04;0;0.5902
20210805_053000.WAV;1326;20210805;53000;a04;0;0.5177
20210805_063000.WAV;1327;20210805;63000;a04;0;0.4825
20210805_073000.WAV;1328;20210805;73000;a04;0;0.6409
20210805_083000.WAV;1329;20210805;83000;a04;0;0.4389
20210805_093000.WAV;1330;20210805;93000;a04;0;0.5408
20210805_103000.WAV;1331;20210805;103000;a04;0;0.5612
20210805_233000.WAV;1332;20210805;233000;a04;0;0.5926
20210806_003000.WAV;1333;20210806;3000;a04;1;4.405
20210806_013000.WAV;1334;20210806;13000;a04;1;3.5132
20210806_023000.WAV;1335;20210806;23000;a04;0;1.0363
20210806_033000.WAV;1336;20210806;33000;a04;0;1.3425
20210806_043000.WAV;1337;20210806;43000;a04;0;0.5128
20210806_053000.WAV;1338;20210806;53000;a04;0;1.1523
20210806_063000.WAV;1339;20210806;63000;a04;0;0.6294
20210806_073000.WAV;1340;20210806;73000;a04;0;0.6561
20210806_083000.WAV;1341;20210806;83000;a04;0;1.432
20210806_093000.WAV;1342;20210806;93000;a04;0;2.5338
20210806_103000.WAV;1343;20210806;103000;a04;0;1.2168
20210806_233000.WAV;1344;20210806;233000;a04;1;4.836
20210807_003000.WAV;1345;20210807;3000;a04;1;5.827
20210807_013000.WAV;1346;20210807;13000;a04;1;3.7626
20210807_023000.WAV;1347;20210807;23000;a04;1;0.7596
20210807_033000.WAV;1348;20210807;33000;a04;0;0.5049
20210807_043000.WAV;1349;20210807;43000;a04;0;0.6962
20210807_053000.WAV;1350;20210807;53000;a04;0;0.5142
20210807_063000.WAV;1351;20210807;63000;a04;0;0.5275
20210807_073000.WAV;1352;20210807;73000;a04;0;0.5282
20210807_083000.WAV;1353;20210807;83000;a04;0;0.5006
20210807_093000.WAV;1354;20210807;93000;a04;0;0.5299
20210807_103000.WAV;1355;20210807;103000;a04;0;0.5512
20210807_233000.WAV;1356;20210807;233000;a04;1;5.0595
20210808_003000.WAV;1357;20210808;3000;a04;1;5.6794
20210808_013000.WAV;1358;20210808;13000;a04;1;4.2101
20210808_023000.WAV;1359;20210808;23000;a04;0;0.6051
20210808_033000.WAV;1360;20210808;33000;a04;0;0.5656
20210808_043000.WAV;1361;20210808;43000;a04;0;0.5544
20210808_053000.WAV;1362;20210808;53000;a04;0;0.5097
20210808_063000.WAV;1363;20210808;63000;a04;0;0.5094
20210808_073000.WAV;1364;20210808;73000;a04;0;0.5056
20210808_083000.WAV;1365;20210808;83000;a04;0;0.4729
20210808_093000.WAV;1366;20210808;93000;a04;0;0.4971
20210808_103000.WAV;1367;20210808;103000;a04;0;0.5349
20210808_233000.WAV;1368;20210808;233000;a04;1;1.1562
20210809_003000.WAV;1369;20210809;3000;a04;1;4.311
20210809_013000.WAV;1370;20210809;13000;a04;1;1.0374
20210809_023000.WAV;1371;20210809;23000;a04;0;0.6589
20210809_033000.WAV;1372;20210809;33000;a04;0;0.5342
20210809_043000.WAV;1373;20210809;43000;a04;0;0.5262
20210809_053000.WAV;1374;20210809;53000;a04;0;0.501
20210809_063000.WAV;1375;20210809;63000;a04;0;0.4797
20210809_073000.WAV;1376;20210809;73000;a04;0;0.5061
20210809_083000.WAV;1377;20210809;83000;a04;0;0.5011
20210809_093000.WAV;1378;20210809;93000;a04;0;0.5081
20210809_103000.WAV;1379;20210809;103000;a04;0;0.5264
20210809_233000.WAV;1380;20210809;233000;a04;1;2.9852
20210810_003000.WAV;1381;20210810;3000;a04;1;4.5639
20210810_013000.WAV;1382;20210810;13000;a04;1;1.4288
20210810_023000.WAV;1383;20210810;23000;a04;0;0.5231
20210810_033000.WAV;1384;20210810;33000;a04;0;0.5275
20210810_043000.WAV;1385;20210810;43000;a04;0;0.4959
20210810_053000.WAV;1386;20210810;53000;a04;0;0.5214
20210810_063000.WAV;1387;20210810;63000;a04;0;0.5205
20210810_073000.WAV;1388;20210810;73000;a04;0;0.5161
20210810_083000.WAV;1389;20210810;83000;a04;0;0.5459
20210810_093000.WAV;1390;20210810;93000;a04;0;0.4925
20210810_103000.WAV;1391;20210810;103000;a04;0;0.5277
20210810_233000.WAV;1392;20210810;233000;a04;1;1.8508
20210811_003000.WAV;1393;20210811;3000;a04;1;5.2195
20210811_013000.WAV;1394;20210811;13000;a04;1;0.7186
20210811_023000.WAV;1395;20210811;23000;a04;0;0.5366
20210811_033000.WAV;1396;20210811;33000;a04;0;0.5356
20210811_043000.WAV;1397;20210811;43000;a04;0;0.5323
20210811_053000.WAV;1398;20210811;53000;a04;0;0.581
20210811_063000.WAV;1399;20210811;63000;a04;0;0.5186
20210811_073000.WAV;1400;20210811;73000;a04;0;0.5061
20210811_083000.WAV;1401;20210811;83000;a04;0;0.5612
20210811_093000.WAV;1402;20210811;93000;a04;0;0.4649
20210811_103000.WAV;1403;20210811;103000;a04;0;0.5346
20210811_233000.WAV;1404;20210811;233000;a04;1;1.1902
20210812_003000.WAV;1405;20210812;3000;a04;1;4.9236
20210812_013000.WAV;1406;20210812;13000;a04;0;0.5007
20210812_023000.WAV;1407;20210812;23000;a04;0;0.5434
20210812_033000.WAV;1408;20210812;33000;a04;0;0.5092
20210812_043000.WAV;1409;20210812;43000;a04;0;0.4836
20210812_053000.WAV;1410;20210812;53000;a04;0;0.5497
20210812_063000.WAV;1411;20210812;63000;a04;0;0.4979
20210812_073000.WAV;1412;20210812;73000;a04;0;0.5423
20210812_083000.WAV;1413;20210812;83000;a04;0;0.5417
20210812_093000.WAV;1414;20210812;93000;a04;0;0.5717
20210812_103000.WAV;1415;20210812;103000;a04;0;0.5694
20210812_233000.WAV;1416;20210812;233000;a04;0;3.9885
20210813_003000.WAV;1417;20210813;3000;a04;0;6.0992
20210813_013000.WAV;1418;20210813;13000;a04;0;0.5385
20210813_023000.WAV;1419;20210813;23000;a04;0;0.583
20210813_033000.WAV;1420;20210813;33000;a04;0;0.5055
20210813_043000.WAV;1421;20210813;43000;a04;0;0.5552
20210813_053000.WAV;1422;20210813;53000;a04;0;0.489
20210813_063000.WAV;1423;20210813;63000;a04;0;0.5219
20210813_073000.WAV;1424;20210813;73000;a04;0;0.5188
20210813_083000.WAV;1425;20210813;83000;a04;0;0.5448
20210813_093000.WAV;1426;20210813;93000;a04;0;0.5084
20210813_103000.WAV;1427;20210813;103000;a04;0;0.5321
20210813_233000.WAV;1428;20210813;233000;a04;0;1.1089
20210814_003000.WAV;1429;20210814;3000;a04;1;4.9942
20210814_013000.WAV;1430;20210814;13000;a04;0;0.6556
20210814_023000.WAV;1431;20210814;23000;a04;0;0.5793
20210814_033000.WAV;1432;20210814;33000;a04;0;0.4986
20210814_043000.WAV;1433;20210814;43000;a04;0;0.5748
20210814_053000.WAV;1434;20210814;53000;a04;0;0.4935
20210814_063000.WAV;1435;20210814;63000;a04;0;0.6202
20210814_073000.WAV;1436;20210814;73000;a04;0;0.5446
20210814_083000.WAV;1437;20210814;83000;a04;0;0.5511
20210814_093000.WAV;1438;20210814;93000;a04;0;0.4986
20210814_103000.WAV;1439;20210814;103000;a04;0;0.5074
20210814_233000.WAV;1440;20210814;233000;a04;0;0.7655
20210815_003000.WAV;1441;20210815;3000;a04;0;3.0163
20210815_013000.WAV;1442;20210815;13000;a04;0;0.5437
20210815_023000.WAV;1443;20210815;23000;a04;0;0.5442
20210815_033000.WAV;1444;20210815;33000;a04;0;0.5269
20210815_043000.WAV;1445;20210815;43000;a04;0;0.5153
20210815_053000.WAV;1446;20210815;53000;a04;0;0.5363
20210815_063000.WAV;1447;20210815;63000;a04;0;0.5353
20210815_073000.WAV;1448;20210815;73000;a04;0;0.5296
20210815_083000.WAV;1449;20210815;83000;a04;0;0.5806
20210815_093000.WAV;1450;20210815;93000;a04;0;0.5516
20210815_103000.WAV;1451;20210815;103000;a04;0;0.5192
20210815_233000.WAV;1452;20210815;233000;a04;0;0.4455
20210816_003000.WAV;1453;20210816;3000;a04;0;0.5678
20210816_013000.WAV;1454;20210816;13000;a04;0;0.5107
20210816_023000.WAV;1455;20210816;23000;a04;0;0.5504
20210816_033000.WAV;1456;20210816;33000;a04;0;0.538
20210816_043000.WAV;1457;20210816;43000;a04;0;0.5335
20210816_053000.WAV;1458;20210816;53000;a04;0;0.5089
20210816_063000.WAV;1459;20210816;63000;a04;0;0.5092
20210816_073000.WAV;1460;20210816;73000;a04;0;0.5378
20210816_083000.WAV;1461;20210816;83000;a04;0;3.4234
20210816_093000.WAV;1462;20210816;93000;a04;0;0.5015
20210816_103000.WAV;1463;20210816;103000;a04;0;0.5289
20210816_233000.WAV;1464;20210816;233000;a04;0;3.6553
20210817_003000.WAV;1465;20210817;3000;a04;1;1.0457
20210817_013000.WAV;1466;20210817;13000;a04;0;0.5981
20210817_023000.WAV;1467;20210817;23000;a04;0;0.5179
20210817_033000.WAV;1468;20210817;33000;a04;0;0.5366
20210817_043000.WAV;1469;20210817;43000;a04;0;0.5088
20210817_053000.WAV;1470;20210817;53000;a04;0;0.5086
20210817_063000.WAV;1471;20210817;63000;a04;0;0.5101
20210817_073000.WAV;1472;20210817;73000;a04;0;0.5059
20210817_083000.WAV;1473;20210817;83000;a04;0;0.5135
20210817_093000.WAV;1474;20210817;93000;a04;0;0.5372
20210817_103000.WAV;1475;20210817;103000;a04;0;0.531
20210817_233000.WAV;1476;20210817;233000;a04;0;0.568
20210818_003000.WAV;1477;20210818;3000;a04;1;3.4553
20210818_013000.WAV;1478;20210818;13000;a04;0;0.5455
20210818_023000.WAV;1479;20210818;23000;a04;0;0.507
20210818_033000.WAV;1480;20210818;33000;a04;0;0.4889
20210818_043000.WAV;1481;20210818;43000;a04;0;0.5695
20210818_053000.WAV;1482;20210818;53000;a04;0;0.5562
20210818_063000.WAV;1483;20210818;63000;a04;0;0.5063
20210818_073000.WAV;1484;20210818;73000;a04;0;0.5288
20210818_083000.WAV;1485;20210818;83000;a04;0;0.5524
20210818_093000.WAV;1486;20210818;93000;a04;0;0.5198
20210818_103000.WAV;1487;20210818;103000;a04;0;0.5168
20210818_233000.WAV;1488;20210818;233000;a04;0;2.3372
20210819_003000.WAV;1489;20210819;3000;a04;0;0.7668
20210819_013000.WAV;1490;20210819;13000;a04;0;0.5629
20210819_023000.WAV;1491;20210819;23000;a04;0;0.5344
20210819_033000.WAV;1492;20210819;33000;a04;0;0.5568
20210819_043000.WAV;1493;20210819;43000;a04;0;0.5293
20210819_053000.WAV;1494;20210819;53000;a04;0;0.5361
20210819_063000.WAV;1495;20210819;63000;a04;0;0.5515
20210819_073000.WAV;1496;20210819;73000;a04;0;0.5075
20210819_083000.WAV;1497;20210819;83000;a04;0;0.503
20210819_093000.WAV;1498;20210819;93000;a04;0;0.5368
20210819_103000.WAV;1499;20210819;103000;a04;0;0.5317
20210819_233000.WAV;1500;20210819;233000;a04;0;0.5673
20210820_003000.WAV;1501;20210820;3000;a04;0;0.5148
20210820_013000.WAV;1502;20210820;13000;a04;0;0.4897
20210820_023000.WAV;1503;20210820;23000;a04;0;0.4825
20210820_033000.WAV;1504;20210820;33000;a04;0;0.5005
20210820_043000.WAV;1505;20210820;43000;a04;0;0.5186
20210820_053000.WAV;1506;20210820;53000;a04;0;0.5289
20210820_063000.WAV;1507;20210820;63000;a04;0;0.5413
20210820_073000.WAV;1508;20210820;73000;a04;0;0.5129
20210820_083000.WAV;1509;20210820;83000;a04;0;0.5096
20210820_093000.WAV;1510;20210820;93000;a04;0;0.3588
20210820_103000.WAV;1511;20210820;103000;a04;0;0.4569
20210820_233000.WAV;1512;20210820;233000;a04;0;1.3065
20210821_003000.WAV;1513;20210821;3000;a04;0;0.489
20210821_013000.WAV;1514;20210821;13000;a04;0;0.5133
20210821_023000.WAV;1515;20210821;23000;a04;0;0.5446
20210821_033000.WAV;1516;20210821;33000;a04;0;0.5001
20210821_043000.WAV;1517;20210821;43000;a04;0;0.4977
20210821_053000.WAV;1518;20210821;53000;a04;0;0.5026
20210821_063000.WAV;1519;20210821;63000;a04;0;0.5162
20210821_073000.WAV;1520;20210821;73000;a04;0;0.5312
20210821_083000.WAV;1521;20210821;83000;a04;0;0.5054
20210821_093000.WAV;1522;20210821;93000;a04;0;4.3676
20210821_103000.WAV;1523;20210821;103000;a04;0;0.4977
20210821_233000.WAV;1524;20210821;233000;a04;0;1.4597
20210822_003000.WAV;1525;20210822;3000;a04;0;1.3543
20210822_013000.WAV;1526;20210822;13000;a04;0;0.6197
20210822_023000.WAV;1527;20210822;23000;a04;0;0.5178
20210822_033000.WAV;1528;20210822;33000;a04;0;0.5087
20210822_043000.WAV;1529;20210822;43000;a04;0;0.5212
20210822_053000.WAV;1530;20210822;53000;a04;0;0.5292
20210822_063000.WAV;1531;20210822;63000;a04;0;0.5685
20210822_073000.WAV;1532;20210822;73000;a04;0;0.5092
20210822_083000.WAV;1533;20210822;83000;a04;0;0.5205
20210822_093000.WAV;1534;20210822;93000;a04;0;0.5331
20210822_103000.WAV;1535;20210822;103000;a04;0;0.5129
20210822_233000.WAV;1536;20210822;233000;a04;0;1.2365
20210823_003000.WAV;1537;20210823;3000;a04;0;1.0566
20210823_013000.WAV;1538;20210823;13000;a04;0;0.5295
20210823_023000.WAV;1539;20210823;23000;a04;0;1.2785
20210823_033000.WAV;1540;20210823;33000;a04;0;0.5287
20210823_043000.WAV;1541;20210823;43000;a04;0;0.518
20210823_053000.WAV;1542;20210823;53000;a04;0;0.503
20210823_063000.WAV;1543;20210823;63000;a04;0;0.5708
20210823_073000.WAV;1544;20210823;73000;a04;0;0.5297
20210823_083000.WAV;1545;20210823;83000;a04;0;0.5637
20210823_093000.WAV;1546;20210823;93000;a04;0;0.4827
20210823_103000.WAV;1547;20210823;103000;a04;0;0.4852
20210823_233000.WAV;1548;20210823;233000;a04;0;0.7811
20210824_003000.WAV;1549;20210824;3000;a04;0;0.5334
20210824_013000.WAV;1550;20210824;13000;a04;0;0.4836
20210824_023000.WAV;1551;20210824;23000;a04;0;0.5873
20210824_033000.WAV;1552;20210824;33000;a04;0;0.5627
20210824_043000.WAV;1553;20210824;43000;a04;0;0.6226
20210824_053000.WAV;1554;20210824;53000;a04;0;0.549
20210824_063000.WAV;1555;20210824;63000;a04;0;0.562
20210824_073000.WAV;1556;20210824;73000;a04;0;0.4689
20210824_083000.WAV;1557;20210824;83000;a04;0;0.5548
20210824_093000.WAV;1558;20210824;93000;a04;0;0.5149
20210824_103000.WAV;1559;20210824;103000;a04;0;0.4939
20210824_233000.WAV;1560;20210824;233000;a04;0;0.4808
20210825_003000.WAV;1561;20210825;3000;a04;0;0.4939
20210825_013000.WAV;1562;20210825;13000;a04;0;0.7274
20210825_023000.WAV;1563;20210825;23000;a04;0;0.5402
20210825_033000.WAV;1564;20210825;33000;a04;0;0.4776
20210825_043000.WAV;1565;20210825;43000;a04;0;0.4247
20210825_053000.WAV;1566;20210825;53000;a04;0;4.5338
20210825_063000.WAV;1567;20210825;63000;a04;0;3.3296
20210825_073000.WAV;1568;20210825;73000;a04;0;3.8477
20210825_083000.WAV;1569;20210825;83000;a04;0;1.4455
20210825_093000.WAV;1570;20210825;93000;a04;0;1.2678
20210825_103000.WAV;1571;20210825;103000;a04;0;1.3016
20210825_233000.WAV;1572;20210825;233000;a04;0;0.6534
20210826_003000.WAV;1573;20210826;3000;a04;0;0.5248
20210826_013000.WAV;1574;20210826;13000;a04;0;0.4867
20210826_023000.WAV;1575;20210826;23000;a04;0;0.4874
20210826_033000.WAV;1576;20210826;33000;a04;0;0.489
20210826_043000.WAV;1577;20210826;43000;a04;0;1.039
20210826_053000.WAV;1578;20210826;53000;a04;0;0.53
20210826_063000.WAV;1579;20210826;63000;a04;0;0.5133
20210826_073000.WAV;1580;20210826;73000;a04;0;0.5447
20210826_083000.WAV;1581;20210826;83000;a04;0;0.5105
20210826_093000.WAV;1582;20210826;93000;a04;0;0.5247
20210826_103000.WAV;1583;20210826;103000;a04;0;0.5662
20210826_233000.WAV;1584;20210826;233000;a04;0;2.0694
20210827_003000.WAV;1585;20210827;3000;a04;0;0.7406
20210827_013000.WAV;1586;20210827;13000;a04;0;0.5157
20210827_023000.WAV;1587;20210827;23000;a04;0;0.4931
20210827_033000.WAV;1588;20210827;33000;a04;0;0.5309
20210827_043000.WAV;1589;20210827;43000;a04;0;0.4874
20210827_053000.WAV;1590;20210827;53000;a04;0;0.5109
20210827_063000.WAV;1591;20210827;63000;a04;0;0.4906
20210827_073000.WAV;1592;20210827;73000;a04;0;0.485
20210827_083000.WAV;1593;20210827;83000;a04;0;0.5151
20210827_093000.WAV;1594;20210827;93000;a04;0;0.5163
20210827_103000.WAV;1595;20210827;103000;a04;0;0.4802
20210827_233000.WAV;1596;20210827;233000;a04;0;0.5027
20210828_003000.WAV;1597;20210828;3000;a04;0;2.2885
20210828_013000.WAV;1598;20210828;13000;a04;0;0.534
20210828_023000.WAV;1599;20210828;23000;a04;0;0.5099
20210828_033000.WAV;1600;20210828;33000;a04;0;0.541
20210828_043000.WAV;1601;20210828;43000;a04;0;0.4902
20210828_053000.WAV;1602;20210828;53000;a04;0;0.5303
20210828_063000.WAV;1603;20210828;63000;a04;0;0.5687
20210828_073000.WAV;1604;20210828;73000;a04;0;0.5574
20210828_083000.WAV;1605;20210828;83000;a04;0;0.5449
20210828_093000.WAV;1606;20210828;93000;a04;0;0.5313
20210828_103000.WAV;1607;20210828;103000;a04;0;0.5762
20210828_233000.WAV;1608;20210828;233000;a04;0;1.2295
20210829_003000.WAV;1609;20210829;3000;a04;0;0.5274
20210829_013000.WAV;1610;20210829;13000;a04;0;0.5264
20210829_023000.WAV;1611;20210829;23000;a04;0;0.644
20210829_033000.WAV;1612;20210829;33000;a04;0;0.5639
20210829_043000.WAV;1613;20210829;43000;a04;0;0.4996
20210829_053000.WAV;1614;20210829;53000;a04;0;0.4604
20210829_063000.WAV;1615;20210829;63000;a04;0;0.5033
20210829_073000.WAV;1616;20210829;73000;a04;0;0.4554
20210829_083000.WAV;1617;20210829;83000;a04;0;0.4229
